customer_id,signup_date,region,channel
CUST00241,2024-10-10,Central,Online
CUST00242,2025-04-25,North,Retail Store
CUST00243,2025-03-28,East,Marketplace
CUST00244,2025-05-30,East,Online
CUST00245,2025-06-30,West,Online
CUST00246,2024-07-10,South,Retail Store
CUST00247,2024-02-18,East,Online
CUST00248,2025-05-26,East,Online
CUST00249,2024-01-17,Central,Online
CUST00250,2024-06-20,Central,Marketplace
CUST00251,2024-08-07,North,Online
CUST00252,2024-06-06,West,Online
CUST00253,2025-04-21,North,Online
CUST00254,2024-02-15,Central,Mobile App
CUST00255,2025-01-07,South,Marketplace
CUST00256,2025-06-01,Central,Marketplace
CUST00257,2024-04-08,West,Online
CUST00258,2024-02-06,Central,Retail Store
CUST00259,2024-10-06,West,Online
CUST00260,2024-12-14,West,Retail Store
CUST00261,2025-05-11,West,Mobile App
CUST00262,2024-10-28,West,Retail Store
CUST00263,2024-06-29,West,Marketplace
CUST00264,2024-04-08,South,Marketplace
CUST00265,2024-04-25,North,Online
CUST00266,2024-07-09,East,Mobile App
CUST00267,2024-09-09,North,Online
CUST00268,2024-06-09,West,Retail Store
CUST00269,2024-09-12,South,Online
CUST00270,2024-11-18,Central,Online
CUST00271,2024-05-07,South,Online
CUST00272,2024-01-18,West,Online
CUST00273,2024-11-18,South,Retail Store
CUST00274,2024-10-14,South,Retail Store
CUST00275,2024-06-03,West,Online
CUST00276,2025-05-04,South,Online
CUST00277,2025-01-20,East,Retail Store
CUST00278,2024-04-13,East,Online
CUST00279,2025-01-27,South,Marketplace
CUST00280,2024-09-02,Central,Marketplace
CUST00281,2024-06-24,West,Marketplace
CUST00282,2024-02-08,East,Marketplace
CUST00283,2025-04-21,Central,Online
CUST00284,2025-06-21,South,Marketplace
CUST00285,2025-02-11,Central,Online
CUST00286,2025-06-08,North,Online
CUST00287,2025-05-20,East,Marketplace
CUST00288,2024-02-05,South,Online
CUST00289,2024-01-20,West,Marketplace
CUST00290,2024-11-16,South,Marketplace
CUST00291,2025-05-26,West,Marketplace
CUST00292,2025-02-03,South,Mobile App
CUST00293,2025-04-15,Central,Online
CUST00294,2024-05-22,Central,Online
CUST00295,2024-04-01,Central,Retail Store
CUST00296,2024-12-19,North,Online
CUST00297,2024-02-20,West,Retail Store
CUST00298,2024-07-08,Central,Marketplace
CUST00299,2024-05-04,North,Marketplace
CUST00300,2024-05-29,West,Online
CUST00301,2024-11-09,South,Online
CUST00302,2024-12-07,North,Online
CUST00303,2024-10-31,East,Online
CUST00304,2024-02-23,North,Marketplace
CUST00305,2025-03-19,North,Online
CUST00306,2024-09-20,West,Online
CUST00307,2024-02-22,South,Online
CUST00308,2024-01-05,East,Retail Store
CUST00309,2024-04-12,Central,Retail Store
CUST00310,2024-07-14,Central,Online
CUST00311,2024-12-15,North,Online
CUST00312,2024-02-16,West,Online
CUST00313,2024-09-25,West,Online
CUST00314,2025-01-04,Central,Marketplace
CUST00315,2024-04-15,East,Retail Store
CUST00316,2024-04-29,South,Online
CUST00317,2024-02-27,East,Online
CUST00318,2024-12-11,South,Mobile App
CUST00319,2025-04-18,Central,Retail Store
CUST00320,2024-04-26,South,Marketplace
CUST00321,2024-05-06,West,Online
CUST00322,2025-01-27,North,Retail Store
CUST00323,2024-02-27,North,Online
CUST00324,2025-05-27,Central,Retail Store
CUST00325,2024-04-05,West,Mobile App
CUST00326,2024-04-27,East,Online
CUST00327,2025-05-02,West,Online
CUST00328,2024-08-24,North,Online
CUST00329,2024-09-28,North,Online
CUST00330,2024-07-07,West,Online
CUST00331,2025-03-22,West,Online
CUST00332,2024-09-03,North,Marketplace
CUST00333,2024-03-16,East,Retail Store
CUST00334,2024-06-02,Central,Online
CUST00335,2025-03-10,Central,Mobile App
CUST00336,2024-03-26,West,Online
CUST00337,2024-10-11,Central,Mobile App
CUST00338,2024-08-07,North,Online
CUST00339,2024-03-09,North,Marketplace
CUST00340,2024-02-16,West,Retail Store
CUST00341,2024-04-03,West,Marketplace
CUST00342,2025-03-28,West,Mobile App
CUST00343,2024-07-22,East,Online
CUST00344,2024-08-05,Central,Mobile App
CUST00345,2025-04-18,West,Online
CUST00346,2025-03-07,South,Online
CUST00347,2024-12-06,South,Online
CUST00348,2024-10-15,North,Retail Store
CUST00349,2024-09-10,Central,Online
CUST00350,2024-12-22,West,Retail Store
CUST00351,2024-01-23,South,Retail Store
CUST00352,2025-06-05,Central,Marketplace
CUST00353,2024-04-09,North,Marketplace
CUST00354,2024-06-28,East,Online
CUST00355,2024-08-10,Central,Online
CUST00356,2025-03-17,Central,Online
CUST00357,2024-11-20,East,Online
CUST00358,2025-05-30,Central,Online
CUST00359,2024-01-16,North,Online
CUST00360,2024-12-01,North,Online
CUST00361,2024-09-14,East,Mobile App
CUST00362,2025-05-11,West,Retail Store
CUST00363,2024-06-08,South,Online
CUST00364,2025-04-19,West,Retail Store
CUST00365,2025-01-14,Central,Online
CUST00366,2025-06-28,South,Online
CUST00367,2025-03-02,East,Retail Store
CUST00368,2024-09-24,East,Retail Store
CUST00369,2025-02-20,South,Online
CUST00370,2024-06-16,North,Mobile App
CUST00371,2024-02-12,South,Marketplace
CUST00372,2024-10-11,Central,Retail Store
CUST00373,2025-01-31,North,Retail Store
CUST00374,2024-01-12,East,Retail Store
CUST00375,2024-10-28,South,Online
CUST00376,2024-09-09,West,Online
CUST00377,2025-05-13,West,Online
CUST00378,2024-02-04,Central,Retail Store
CUST00379,2024-03-30,West,Retail Store
CUST00380,2025-02-21,South,Online
CUST00381,2024-04-24,South,Mobile App
CUST00382,2024-07-14,West,Mobile App
CUST00383,2025-05-15,South,Marketplace
CUST00384,2025-05-07,Central,Retail Store
CUST00385,2024-03-15,North,Marketplace
CUST00386,2025-02-16,Central,Online
CUST00387,2025-01-10,Central,Marketplace
CUST00388,2025-02-23,South,Online
CUST00389,2024-10-03,North,Marketplace
CUST00390,2025-01-28,South,Online
CUST00391,2025-04-01,East,Marketplace
CUST00392,2024-07-10,South,Mobile App
CUST00393,2024-04-08,South,Online
CUST00394,2024-04-05,South,Retail Store
CUST00395,2024-07-08,North,Mobile App
CUST00396,2024-02-06,South,Retail Store
CUST00397,2025-01-03,North,Marketplace
CUST00398,2025-06-08,West,Retail Store
CUST00399,2024-10-05,East,Online
CUST00400,2024-08-04,North,Online
CUST00401,2024-09-29,West,Online
CUST00402,2024-03-02,North,Marketplace
CUST00403,2024-12-07,North,Online
CUST00404,2025-01-31,East,Retail Store
CUST00405,2024-01-19,Central,Retail Store
CUST00406,2024-06-25,Central,Retail Store
CUST00407,2025-01-30,North,Marketplace
CUST00408,2025-03-20,South,Mobile App
CUST00409,2024-08-20,West,Online
CUST00410,2024-03-16,South,Marketplace
CUST00411,2024-09-21,South,Marketplace
CUST00412,2025-03-30,North,Retail Store
CUST00413,2025-01-18,North,Mobile App
CUST00414,2025-05-20,North,Online
CUST00415,2025-01-01,North,Online
CUST00416,2024-05-23,Central,Marketplace
CUST00417,2024-03-09,North,Online
CUST00418,2024-04-08,Central,Marketplace
CUST00419,2025-01-30,Central,Marketplace
CUST00420,2024-01-25,North,Online
CUST00421,2025-04-13,East,Marketplace
CUST00422,2025-04-28,West,Online
CUST00423,2024-05-30,South,Retail Store
CUST00424,2024-05-23,Central,Retail Store
CUST00425,2024-02-08,West,Mobile App
CUST00426,2024-04-18,East,Online
CUST00427,2024-02-11,South,Retail Store
CUST00428,2024-07-04,South,Marketplace
CUST00429,2025-02-01,Central,Marketplace
CUST00430,2024-08-10,North,Marketplace
CUST00431,2024-05-12,East,Online
CUST00432,2024-06-11,Central,Online
CUST00433,2024-08-02,East,Online
CUST00434,2024-08-22,North,Marketplace
CUST00435,2024-01-09,North,Online
CUST00436,2024-03-14,Central,Online
CUST00437,2025-05-06,North,Mobile App
CUST00438,2024-09-09,West,Online
CUST00439,2024-08-17,South,Mobile App
CUST00440,2025-06-02,Central,Marketplace
CUST00441,2024-06-22,East,Marketplace
CUST00442,2024-06-16,West,Online
CUST00443,2024-06-18,Central,Online
CUST00444,2025-01-27,North,Marketplace
CUST00445,2024-07-12,North,Marketplace
CUST00446,2025-05-31,North,Marketplace
CUST00447,2024-01-29,North,Online
CUST00448,2024-06-13,East,Marketplace
CUST00449,2025-02-25,West,Marketplace
CUST00450,2024-12-04,South,Marketplace
CUST00451,2025-05-10,East,Marketplace
CUST00452,2024-12-30,East,Marketplace
CUST00453,2024-12-07,South,Retail Store
CUST00454,2025-05-14,South,Online
CUST00455,2025-05-25,North,Retail Store
CUST00456,2024-11-22,East,Online
CUST00457,2024-08-04,Central,Online
CUST00458,2024-10-27,South,Online
CUST00459,2024-05-11,South,Online
CUST00460,2024-03-10,West,Online
CUST00461,2024-09-08,Central,Online
CUST00462,2025-02-18,Central,Marketplace
CUST00463,2025-03-20,South,Mobile App
CUST00464,2024-06-30,North,Online
CUST00465,2024-06-15,West,Mobile App
CUST00466,2024-03-31,Central,Retail Store
CUST00467,2025-06-14,South,Online
CUST00468,2024-02-08,Central,Online
CUST00469,2024-05-05,West,Retail Store
CUST00470,2025-03-26,West,Marketplace
CUST00471,2024-06-21,East,Marketplace
CUST00472,2024-08-07,South,Online
CUST00473,2024-02-27,West,Online
CUST00474,2025-04-20,East,Online
CUST00475,2025-03-31,East,Online
CUST00476,2024-12-26,Central,Online
CUST00477,2024-01-01,Central,Online
CUST00478,2025-01-21,East,Marketplace
CUST00479,2024-12-13,Central,Mobile App
CUST00480,2024-07-08,West,Online
CUST00481,2025-05-19,North,Mobile App
CUST00482,2024-07-09,West,Online
CUST00483,2025-05-22,East,Retail Store
CUST00484,2025-01-03,East,Online
CUST00485,2025-02-12,West,Retail Store
CUST00486,2024-04-26,Central,Mobile App
CUST00487,2024-05-13,Central,Retail Store
CUST00488,2024-02-27,East,Online
CUST00489,2024-06-21,South,Retail Store
CUST00490,2024-05-28,Central,Online
CUST00491,2024-03-20,West,Marketplace
CUST00492,2024-07-31,Central,Retail Store
CUST00493,2024-07-21,West,Online
CUST00494,2024-08-16,East,Retail Store
CUST00495,2024-08-14,Central,Retail Store
CUST00496,2025-06-15,West,Online
CUST00497,2025-03-16,East,Marketplace
CUST00498,2025-02-05,South,Online
CUST00499,2024-02-16,West,Marketplace
CUST00500,2024-08-20,South,Marketplace
CUST00501,2024-10-31,South,Marketplace
CUST00502,2025-06-09,North,Retail Store
CUST00503,2024-05-22,Central,Retail Store
CUST00504,2025-02-18,West,Online
CUST00505,2025-05-27,South,Marketplace
CUST00506,2025-01-07,North,Online
CUST00507,2024-09-15,East,Retail Store
CUST00508,2025-04-15,West,Online
CUST00509,2024-01-12,South,Online
CUST00510,2024-11-25,Central,Retail Store
CUST00511,2024-12-23,North,Online
CUST00512,2025-02-11,South,Marketplace
CUST00513,2025-01-07,Central,Online
CUST00514,2024-01-08,South,Online
CUST00515,2024-05-01,West,Retail Store
CUST00516,2024-12-13,West,Online
CUST00517,2024-03-30,West,Online
CUST00518,2024-11-11,North,Marketplace
CUST00519,2024-06-26,West,Online
CUST00520,2025-06-23,Central,Marketplace
CUST00521,2024-02-10,South,Online
CUST00522,2025-05-16,East,Online
CUST00523,2024-05-24,Central,Marketplace
CUST00524,2024-07-19,Central,Online
CUST00525,2025-04-05,West,Online
CUST00526,2025-06-30,North,Online
CUST00527,2024-09-09,South,Online
CUST00528,2025-01-24,North,Marketplace
CUST00529,2024-09-12,South,Online
CUST00530,2025-03-25,South,Marketplace
CUST00531,2024-01-10,North,Marketplace
CUST00532,2024-08-29,Central,Online
CUST00533,2024-09-07,South,Mobile App
CUST00534,2024-01-05,North,Online
CUST00535,2024-04-28,South,Mobile App
CUST00536,2025-01-08,East,Online
CUST00537,2024-03-05,Central,Marketplace
CUST00538,2024-05-25,West,Retail Store
CUST00539,2024-08-11,South,Online
CUST00540,2024-08-26,East,Retail Store
CUST00541,2024-06-25,West,Marketplace
CUST00542,2024-10-08,West,Online
CUST00543,2024-03-03,South,Online
CUST00544,2024-08-04,North,Marketplace
CUST00545,2025-04-05,South,Marketplace
CUST00546,2024-04-14,East,Mobile App
CUST00547,2024-04-08,West,Marketplace
CUST00548,2025-05-25,South,Mobile App
CUST00549,2025-01-19,North,Marketplace
CUST00550,2025-02-08,South,Online
CUST00551,2025-06-01,Central,Online
CUST00552,2025-04-20,North,Marketplace
CUST00553,2025-03-12,East,Retail Store
CUST00554,2024-01-23,West,Online
CUST00555,2025-04-02,South,Online
CUST00556,2024-03-23,North,Mobile App
CUST00557,2024-05-24,Central,Retail Store
CUST00558,2024-03-25,North,Online
CUST00559,2024-03-18,Central,Retail Store
CUST00560,2025-04-01,East,Online
CUST00561,2024-01-01,West,Online
CUST00562,2024-02-20,East,Online
CUST00563,2025-03-21,South,Online
CUST00564,2025-03-24,North,Marketplace
CUST00565,2025-05-02,Central,Online
CUST00566,2024-02-03,Central,Marketplace
CUST00567,2024-12-13,North,Marketplace
CUST00568,2024-04-04,North,Online
CUST00569,2024-03-12,South,Marketplace
CUST00570,2024-06-02,East,Retail Store
CUST00571,2024-09-06,Central,Marketplace
CUST00572,2025-03-13,South,Online
CUST00573,2024-04-27,East,Marketplace
CUST00574,2024-11-01,South,Retail Store
CUST00575,2024-09-24,Central,Online
CUST00576,2024-02-23,North,Online
CUST00577,2024-08-23,North,Marketplace
CUST00578,2025-01-23,East,Marketplace
CUST00579,2025-02-04,West,Online
CUST00580,2024-10-29,East,Retail Store
CUST00581,2024-07-25,West,Online
CUST00582,2024-08-16,South,Marketplace
CUST00583,2024-03-15,South,Online
CUST00584,2025-03-10,Central,Marketplace
CUST00585,2024-04-12,West,Online
CUST00586,2025-02-25,Central,Online
CUST00587,2024-11-01,North,Online
CUST00588,2024-04-07,West,Online
CUST00589,2024-11-30,East,Retail Store
CUST00590,2025-03-10,North,Online
CUST00591,2025-03-22,North,Marketplace
CUST00592,2024-11-03,East,Online
CUST00593,2024-09-05,North,Online
CUST00594,2024-06-14,West,Online
CUST00595,2025-04-25,Central,Online
CUST00596,2024-11-30,North,Online
CUST00597,2025-06-25,West,Online
CUST00598,2024-04-15,South,Retail Store
CUST00599,2024-03-21,West,Online
CUST00600,2024-05-12,Central,Retail Store
CUST00601,2024-05-17,West,Retail Store
CUST00602,2024-07-02,East,Online
CUST00603,2025-02-04,Central,Retail Store
CUST00604,2024-11-25,South,Mobile App
CUST00605,2025-05-22,East,Retail Store
CUST00606,2024-03-09,West,Marketplace
CUST00607,2025-06-29,Central,Online
CUST00608,2024-02-22,South,Marketplace
CUST00609,2025-03-25,East,Marketplace
CUST00610,2024-07-23,South,Retail Store
CUST00611,2024-05-05,West,Mobile App
CUST00612,2024-02-12,South,Online
CUST00613,2024-04-20,North,Online
CUST00614,2024-07-01,East,Marketplace
CUST00615,2024-04-04,South,Marketplace
CUST00616,2025-01-08,West,Online
CUST00617,2025-06-03,West,Online
CUST00618,2024-12-25,South,Online
CUST00619,2024-10-07,West,Online
CUST00620,2024-07-13,Central,Marketplace
CUST00621,2024-07-13,Central,Retail Store
CUST00622,2024-04-02,Central,Online
CUST00623,2024-03-01,North,Online
CUST00624,2024-02-20,South,Online
CUST00625,2025-02-06,North,Online
CUST00626,2024-01-05,West,Retail Store
CUST00627,2025-04-10,North,Mobile App
CUST00628,2025-06-17,West,Marketplace
CUST00629,2025-02-08,West,Online
CUST00630,2025-05-27,East,Marketplace
CUST00631,2024-08-20,Central,Marketplace
CUST00632,2025-06-07,West,Marketplace
CUST00633,2024-12-11,East,Retail Store
CUST00634,2024-02-15,Central,Online
CUST00635,2025-06-29,West,Online
CUST00636,2024-03-18,West,Online
CUST00637,2024-03-13,North,Online
CUST00638,2024-09-05,North,Online
CUST00639,2024-02-16,Central,Retail Store
CUST00640,2024-04-30,West,Marketplace
CUST00641,2024-08-01,South,Retail Store
CUST00642,2024-08-26,North,Online
CUST00643,2024-02-25,Central,Mobile App
CUST00644,2024-12-15,West,Mobile App
CUST00645,2024-04-16,West,Marketplace
CUST00646,2024-02-17,South,Mobile App
CUST00647,2024-12-02,Central,Retail Store
CUST00648,2024-01-26,West,Mobile App
CUST00649,2024-09-13,North,Online
CUST00650,2024-01-08,South,Online
CUST00651,2024-09-09,Central,Online
CUST00652,2024-10-29,South,Online
CUST00653,2024-02-25,North,Online
CUST00654,2025-06-09,Central,Retail Store
CUST00655,2025-04-18,South,Marketplace
CUST00656,2024-01-28,East,Retail Store
CUST00657,2024-03-18,North,Online
CUST00658,2024-08-03,North,Marketplace
CUST00659,2025-01-20,North,Retail Store
CUST00660,2024-12-30,East,Online
CUST00661,2025-06-09,East,Marketplace
CUST00662,2024-11-07,West,Online
CUST00663,2024-01-07,South,Online
CUST00664,2024-01-03,West,Mobile App
CUST00665,2024-12-28,South,Online
CUST00666,2025-05-22,East,Retail Store
CUST00667,2024-09-30,East,Marketplace
CUST00668,2025-05-20,West,Marketplace
CUST00669,2024-01-15,Central,Online
CUST00670,2024-07-10,West,Online
CUST00671,2025-04-29,South,Online
CUST00672,2024-01-28,West,Retail Store
CUST00673,2024-02-08,North,Online
CUST00674,2024-09-29,South,Online
CUST00675,2024-08-18,South,Mobile App
CUST00676,2024-03-26,Central,Retail Store
CUST00677,2025-04-18,East,Online
CUST00678,2024-05-05,South,Retail Store
CUST00679,2025-06-20,East,Marketplace
CUST00680,2024-05-24,West,Online
CUST00681,2025-06-08,North,Online
CUST00682,2024-07-30,Central,Marketplace
CUST00683,2024-01-25,East,Retail Store
CUST00684,2025-01-28,South,Retail Store
CUST00685,2024-03-07,East,Online
CUST00686,2024-08-20,South,Online
CUST00687,2024-04-18,East,Online
CUST00688,2024-05-25,South,Online
CUST00689,2024-04-20,West,Online
CUST00690,2024-08-15,South,Online
CUST00691,2024-04-20,South,Marketplace
CUST00692,2025-04-14,North,Mobile App
CUST00693,2024-02-03,South,Marketplace
CUST00694,2025-01-03,North,Marketplace
CUST00695,2025-02-28,Central,Online
CUST00696,2025-06-01,North,Mobile App
CUST00697,2024-10-08,West,Online
CUST00698,2024-11-15,North,Mobile App
CUST00699,2025-03-18,Central,Mobile App
CUST00700,2024-11-10,West,Marketplace
CUST00701,2025-01-11,East,Mobile App
CUST00702,2024-10-15,East,Retail Store
CUST00703,2025-03-12,North,Online
CUST00704,2024-10-03,North,Online
