order_id,customer_id,order_date,category,quantity,unit_price,discount_pct,discount_amt,gross_revenue,net_revenue,refunded,region,channel
100029,CUST00115,2025-07-24,Beauty,1,2725.37,0.0,0.0,2725.37,2725.37,0,North,Mobile App
100030,CUST01096,2025-07-25,Apparel,1,2570.19,0.15,385.53,2570.19,2184.66,0,Central,Online
100031,CUST00364,2025-06-16,Beauty,5,2923.99,0.25,3654.99,14619.95,10964.96,0,West,Retail Store
100032,CUST00049,2025-03-24,Grocery,1,2799.46,0.05,139.97,2799.46,2659.49,0,Central,Marketplace
100033,CUST01190,2024-12-22,Beauty,1,2079.44,0.0,0.0,2079.44,-2079.44,1,North,Retail Store
100034,CUST00745,2024-07-13,Home & Kitchen,4,2224.85,0.0,0.0,8899.4,8899.4,0,West,Mobile App
100035,CUST01032,2024-01-28,Sports,5,1094.98,0.0,0.0,5474.9,5474.9,0,West,Online
100036,CUST00703,2025-04-11,Sports,2,0.0,0.0,0.0,0.0,0.0,0,North,Online
100037,CUST00489,2024-08-25,Electronics,4,0.0,0.15,0.0,0.0,0.0,0,South,Retail Store
100038,CUST00310,2024-09-04,Apparel,3,4768.62,0.0,0.0,14305.86,14305.86,0,Central,Online
100039,CUST00579,2025-08-26,Electronics,5,924.82,0.05,231.21,4624.1,4392.89,0,West,Online
100040,CUST00991,2025-04-23,Electronics,5,1313.44,0.1,656.72,6567.2,5910.48,0,North,Marketplace
100041,CUST00431,2024-12-08,Home & Kitchen,1,2319.69,0.0,0.0,2319.69,2319.69,0,East,Online
100043,CUST00494,2024-09-26,Electronics,3,1056.49,0.0,0.0,3169.47,-3169.47,1,East,Retail Store
100044,CUST00869,2024-09-12,Grocery,3,3605.84,0.0,0.0,10817.52,10817.52,0,West,Marketplace
100045,CUST00739,2025-08-15,Beauty,5,628.6,0.1,314.3,3143.0,2828.7,0,North,Online
100046,CUST00114,2024-10-05,Electronics,1,2677.71,0.1,267.77,2677.71,2409.94,0,East,Marketplace
100047,CUST01200,2025-01-19,Beauty,2,2467.14,0.0,0.0,4934.28,4934.28,0,Central,Online
100048,CUST00579,2025-06-24,Home & Kitchen,4,510.35,0.15,306.21,2041.4,1735.19,0,West,Online
100049,CUST00488,2024-05-11,Electronics,1,2846.39,0.0,0.0,2846.39,2846.39,0,East,Online
100050,CUST00158,2025-02-07,Sports,2,3939.22,0.0,0.0,7878.44,7878.44,0,East,Retail Store
100051,CUST01091,2025-01-07,Grocery,5,1041.63,0.0,0.0,5208.15,5208.15,0,South,Online
100052,CUST00374,2024-01-20,Electronics,1,4935.31,0.0,0.0,4935.31,4935.31,0,East,Retail Store
100053,CUST00297,2024-03-07,Sports,5,2790.52,0.0,0.0,13952.6,13952.6,0,West,Retail Store
100054,CUST00874,2024-07-28,Grocery,2,3126.94,0.0,0.0,6253.88,6253.88,0,South,Marketplace
100055,CUST00664,2024-02-16,Home & Kitchen,5,4093.96,0.05,1023.49,20469.8,-19446.31,1,West,Mobile App
100056,CUST01176,2025-02-06,Apparel,2,4298.46,0.25,2149.23,8596.92,6447.69,0,Central,Retail Store
100057,CUST00747,2024-09-07,Beauty,4,3208.57,0.0,0.0,12834.28,12834.28,0,West,Online
100058,CUST00648,2024-06-25,Apparel,2,1632.58,0.1,326.52,3265.16,2938.64,0,West,Mobile App
100059,CUST01141,2024-11-25,Home & Kitchen,3,4936.21,0.05,740.43,14808.63,14068.2,0,North,Retail Store
100060,CUST00070,2024-08-13,Electronics,3,392.72,0.0,0.0,1178.16,1178.16,0,South,Marketplace
100061,CUST00755,2024-12-15,Apparel,2,2488.58,0.0,0.0,4977.16,-4977.16,1,West,Online
100062,CUST01142,2024-11-07,Sports,1,2613.94,0.0,0.0,2613.94,2613.94,0,Central,Online
100063,CUST00843,2025-01-02,Sports,3,3545.92,0.0,0.0,10637.76,10637.76,0,East,Retail Store
100064,CUST00313,2024-10-31,Home & Kitchen,2,1263.47,0.0,0.0,2526.94,2526.94,0,West,Online
100065,CUST00814,2024-07-06,Apparel,5,1441.15,0.25,1801.44,7205.75,5404.31,0,North,Retail Store
100066,CUST00914,2024-06-25,Beauty,3,4287.75,0.15,1929.49,12863.25,10933.76,0,East,Retail Store
100068,CUST00163,2025-05-28,Grocery,4,1256.17,0.0,0.0,5024.68,5024.68,0,South,Marketplace
100069,CUST00415,2025-03-10,Beauty,1,4967.04,0.1,496.7,4967.04,4470.34,0,North,Online
100070,CUST00484,2025-02-28,Electronics,2,2182.31,0.0,0.0,4364.62,-4364.62,1,East,Online
100072,CUST00656,2024-02-13,Grocery,3,781.08,0.0,0.0,2343.24,2343.24,0,East,Retail Store
100073,CUST00301,2024-12-29,Home & Kitchen,4,1889.82,0.05,377.96,7559.28,7181.32,0,South,Online
100074,CUST00904,2024-08-05,Electronics,1,2761.44,0.0,0.0,2761.44,2761.44,0,East,Online
100075,CUST00811,2024-09-09,Apparel,1,2870.06,0.0,0.0,2870.06,2870.06,0,North,Marketplace
100076,CUST00395,2024-08-08,Sports,2,3308.22,0.05,330.82,6616.44,6285.62,0,North,Mobile App
100077,CUST01181,2025-10-07,Sports,1,4514.59,0.0,0.0,4514.59,4514.59,0,North,Online
100078,CUST01125,2025-04-29,Beauty,3,4612.18,0.1,1383.65,13836.54,12452.89,0,North,Online
100079,CUST00273,2025-10-08,Apparel,3,1420.7,0.0,0.0,4262.1,4262.1,0,South,Retail Store
100080,CUST00732,2025-03-23,Apparel,3,2796.0,0.1,838.8,8388.0,7549.2,0,North,Retail Store
100081,CUST00118,2025-06-08,Sports,1,3750.06,0.0,0.0,3750.06,3750.06,0,East,Online
100082,CUST00322,2025-09-12,Electronics,1,4922.44,0.15,738.37,4922.44,4184.07,0,North,Retail Store
100083,CUST00855,2025-04-02,Electronics,2,3952.55,0.15,1185.77,7905.1,6719.33,0,East,Online
100084,CUST00563,2025-03-22,Electronics,2,3899.46,0.4,3119.57,7798.92,-4679.35,1,South,Online
100085,CUST00556,2025-02-08,Apparel,1,2387.9,0.25,596.98,2387.9,1790.92,0,North,Mobile App
100086,CUST00593,2024-10-11,Home & Kitchen,3,1108.97,0.0,0.0,3326.91,3326.91,0,North,Online
100087,CUST01023,2025-08-16,Grocery,5,4263.52,0.1,2131.76,21317.6,19185.84,0,East,Online
100088,CUST00717,2025-02-06,Beauty,5,2226.62,0.0,0.0,11133.1,11133.1,0,Central,Online
100089,CUST00570,2024-10-01,Apparel,5,4938.97,0.15,3704.23,24694.85,20990.62,0,East,Retail Store
100090,CUST01071,2024-10-31,Grocery,2,2880.48,0.0,0.0,5760.96,5760.96,0,South,Online
100091,CUST00626,2024-05-19,Grocery,3,3957.01,0.15,1780.65,11871.03,10090.38,0,West,Retail Store
100092,CUST01134,2025-07-05,Electronics,1,4703.39,0.0,0.0,4703.39,4703.39,0,North,Online
100093,CUST00247,2024-04-02,Home & Kitchen,5,4820.92,0.0,0.0,24104.6,24104.6,0,East,Online
100094,CUST00025,2024-11-21,Beauty,2,3296.98,0.0,0.0,6593.96,6593.96,0,Central,Online
100095,CUST01094,2025-09-29,Electronics,5,451.29,0.0,0.0,2256.45,2256.45,0,West,Retail Store
100096,CUST01074,2025-08-08,Beauty,4,2417.98,0.1,967.19,9671.92,8704.73,0,North,Online
100097,CUST00091,2024-02-29,Grocery,5,4198.27,0.0,0.0,20991.35,20991.35,0,Central,Online
100098,CUST00951,2025-02-18,Apparel,5,316.17,0.15,237.13,1580.85,1343.72,0,East,Mobile App
100099,CUST00509,2024-05-31,Home & Kitchen,4,329.35,0.0,0.0,1317.4,1317.4,0,South,Online
100100,CUST00241,2024-11-13,Electronics,2,1011.72,0.0,0.0,2023.44,2023.44,0,Central,Online
100101,CUST00670,2024-10-05,Home & Kitchen,5,942.56,0.0,0.0,4712.8,4712.8,0,West,Online
100102,CUST00204,2025-02-16,Beauty,1,3482.08,0.0,0.0,3482.08,3482.08,0,North,Online
100103,CUST00408,2025-03-23,Apparel,4,2438.52,0.25,2438.52,9754.08,7315.56,0,South,Mobile App
100104,CUST00480,2024-12-13,Apparel,2,3457.91,0.1,691.58,6915.82,6224.24,0,West,Online
100105,CUST01008,2025-07-08,Sports,1,501.2,0.1,50.12,501.2,451.08,0,North,Online
100107,CUST00419,2025-06-06,Home & Kitchen,2,2480.8,0.0,0.0,4961.6,4961.6,0,Central,Marketplace
100109,CUST00274,2024-11-14,Grocery,2,3828.36,0.0,0.0,7656.72,7656.72,0,South,Retail Store
100110,CUST00626,2024-05-19,Sports,2,3458.93,0.0,0.0,6917.86,6917.86,0,West,Retail Store
100111,CUST00323,2024-04-24,Beauty,5,680.27,0.0,0.0,3401.35,3401.35,0,North,Online
100114,CUST00906,2024-07-21,Home & Kitchen,3,642.7,0.0,0.0,1928.1,1928.1,0,North,Online
100115,CUST00344,2025-04-11,Apparel,2,1120.61,0.0,0.0,2241.22,2241.22,0,Central,Mobile App
100116,CUST01059,2025-07-05,Electronics,3,3811.16,0.4,4573.39,11433.48,6860.09,0,East,Retail Store
100117,CUST00549,2025-02-09,Home & Kitchen,1,1055.59,0.1,105.56,1055.59,950.03,0,North,Marketplace
100118,CUST00659,2025-04-04,Beauty,5,2615.14,0.0,0.0,13075.7,13075.7,0,North,Retail Store
100119,CUST00277,2025-03-29,Home & Kitchen,2,4554.32,0.0,0.0,9108.64,-9108.64,1,East,Retail Store
100120,CUST00717,2024-12-29,Electronics,2,3396.37,0.0,0.0,6792.74,6792.74,0,Central,Online
100121,CUST00411,2024-12-18,Sports,2,4287.19,0.0,0.0,8574.38,8574.38,0,South,Marketplace
100122,CUST00226,2024-07-18,Beauty,2,3696.67,0.05,369.67,7393.34,7023.67,0,Central,Online
100123,CUST00846,2025-03-01,Beauty,1,4775.74,0.0,0.0,4775.74,4775.74,0,West,Marketplace
100124,CUST00389,2025-02-17,Home & Kitchen,1,819.09,0.0,0.0,819.09,819.09,0,North,Marketplace
100125,CUST00025,2025-02-16,Electronics,5,4670.54,0.0,0.0,23352.7,23352.7,0,Central,Online
100126,CUST00755,2024-12-16,Home & Kitchen,5,3390.91,0.15,2543.18,16954.55,14411.37,0,West,Online
100127,CUST00408,2025-06-05,Beauty,2,1867.32,0.0,0.0,3734.64,-3734.64,1,South,Mobile App
100128,CUST00257,2024-07-16,Beauty,4,2372.2,0.0,0.0,9488.8,9488.8,0,West,Online
100129,CUST00389,2025-03-10,Beauty,2,3685.31,0.0,0.0,7370.62,7370.62,0,North,Marketplace
100130,CUST00461,2025-01-18,Electronics,2,407.01,0.0,0.0,814.02,814.02,0,Central,Online
100131,CUST01164,2025-05-05,Electronics,3,2206.45,0.05,330.97,6619.35,6288.38,0,West,Online
100132,CUST00132,2025-02-02,Sports,5,4336.22,0.0,0.0,21681.1,21681.1,0,North,Online
100133,CUST00341,2024-07-26,Electronics,4,4527.15,0.15,2716.29,18108.6,-15392.31,1,West,Marketplace
100134,CUST00114,2024-09-16,Apparel,5,1595.05,0.0,0.0,7975.25,7975.25,0,East,Marketplace
100135,CUST01008,2025-08-28,Beauty,4,1785.31,0.0,0.0,7141.24,7141.24,0,North,Online
100136,CUST01130,2025-03-12,Grocery,5,243.68,0.0,0.0,1218.4,1218.4,0,West,Retail Store
100138,CUST00702,2024-12-17,Electronics,4,2848.15,0.0,0.0,11392.6,11392.6,0,East,Retail Store
100139,CUST00693,2024-03-06,Apparel,5,3152.27,0.0,0.0,15761.35,15761.35,0,South,Marketplace
100140,CUST00894,2025-02-21,Sports,4,2132.02,0.0,0.0,8528.08,8528.08,0,South,Retail Store
100141,CUST00028,2025-09-16,Sports,5,1331.05,0.0,0.0,6655.25,6655.25,0,South,Online
100142,CUST00156,2025-05-12,Grocery,3,3028.9,0.0,0.0,9086.7,9086.7,0,Central,Online
100143,CUST00394,2024-04-08,Grocery,5,540.25,0.0,0.0,2701.25,2701.25,0,South,Retail Store
100144,CUST00940,2025-06-12,Apparel,1,546.63,0.0,0.0,546.63,546.63,0,South,Online
100145,CUST00121,2025-06-20,Sports,1,2727.33,0.0,0.0,2727.33,2727.33,0,West,Marketplace
100146,CUST00656,2024-03-21,Home & Kitchen,2,527.77,0.15,158.33,1055.54,897.21,0,East,Retail Store
100147,CUST01160,2024-10-04,Electronics,4,260.15,0.0,0.0,1040.6,-1040.6,1,South,Retail Store
100148,CUST00180,2024-12-24,Home & Kitchen,2,4233.07,0.0,0.0,8466.14,8466.14,0,South,Online
100149,CUST00251,2025-03-04,Home & Kitchen,5,3963.28,0.05,990.82,19816.4,18825.58,0,North,Online
100150,CUST01124,2025-02-03,Grocery,5,1081.79,0.1,540.9,5408.95,4868.05,0,Central,Online
100151,CUST01196,2024-06-07,Grocery,1,1063.0,0.0,0.0,1063.0,-1063.0,1,East,Online
100152,CUST00560,2025-08-05,Sports,1,561.61,0.0,0.0,561.61,561.61,0,East,Online
100153,CUST00893,2025-02-28,Apparel,2,3304.36,0.0,0.0,6608.72,-6608.72,1,West,Marketplace
100154,CUST01015,2025-05-28,Home & Kitchen,2,529.89,0.1,105.98,1059.78,953.8,0,East,Online
100155,CUST00280,2024-10-29,Electronics,2,4579.06,0.15,1373.72,9158.12,7784.4,0,Central,Marketplace
100156,CUST01014,2024-10-09,Beauty,3,4879.41,0.0,0.0,14638.23,14638.23,0,West,Online
100157,CUST00510,2025-09-22,Apparel,2,1416.86,0.0,0.0,2833.72,2833.72,0,Central,Retail Store
100158,CUST00685,2024-06-07,Beauty,5,1554.15,0.0,0.0,7770.75,7770.75,0,East,Online
100159,CUST00783,2025-07-05,Grocery,4,3117.26,0.0,0.0,12469.04,-12469.04,1,Central,Online
100160,CUST00678,2024-05-12,Sports,1,2851.59,0.0,0.0,2851.59,2851.59,0,South,Retail Store
100161,CUST01105,2025-01-03,Home & Kitchen,4,0.0,0.0,0.0,0.0,0.0,0,West,Retail Store
100162,CUST00704,2024-12-12,Beauty,4,3325.35,0.0,0.0,13301.4,13301.4,0,North,Online
100163,CUST00382,2025-03-02,Sports,3,3675.85,0.0,0.0,11027.55,-11027.55,1,West,Mobile App
100164,CUST00531,2024-01-29,Sports,5,1870.39,0.05,467.6,9351.95,8884.35,0,North,Marketplace
100165,CUST00608,2024-04-25,Grocery,2,4752.66,0.0,0.0,9505.32,9505.32,0,South,Marketplace
100166,CUST00350,2025-04-26,Home & Kitchen,1,4319.78,0.25,1079.94,4319.78,3239.84,0,West,Retail Store
100167,CUST00298,2025-02-19,Grocery,1,2402.43,0.0,0.0,2402.43,2402.43,0,Central,Marketplace
100168,CUST00553,2025-05-18,Beauty,2,2615.43,0.0,0.0,5230.86,5230.86,0,East,Retail Store
100169,CUST00620,2024-07-24,Home & Kitchen,3,4862.97,0.0,0.0,14588.91,14588.91,0,Central,Marketplace
100170,CUST00279,2025-03-02,Electronics,1,3941.61,0.0,0.0,3941.61,3941.61,0,South,Marketplace
100171,CUST00170,2025-02-20,Apparel,4,2484.89,0.15,1490.93,9939.56,8448.63,0,East,Marketplace
100172,CUST00292,2025-09-26,Beauty,5,4204.98,0.0,0.0,21024.9,21024.9,0,South,Mobile App
100173,CUST01041,2024-05-04,Electronics,1,237.01,0.0,0.0,237.01,237.01,0,West,Marketplace
100174,CUST01060,2025-07-01,Home & Kitchen,3,3929.94,0.1,1178.98,11789.82,10610.84,0,Central,Retail Store
100175,CUST00543,2024-09-13,Grocery,2,3246.43,0.0,0.0,6492.86,6492.86,0,South,Online
100176,CUST00767,2024-12-14,Home & Kitchen,3,2251.54,0.25,1688.66,6754.62,5065.96,0,South,Online
100177,CUST00066,2024-10-19,Electronics,1,1960.63,0.0,0.0,1960.63,1960.63,0,West,Online
100178,CUST00283,2025-09-16,Grocery,1,3696.99,0.1,369.7,3696.99,3327.29,0,Central,Online
100179,CUST00602,2025-10-28,Sports,1,2005.87,0.0,0.0,2005.87,2005.87,0,East,Online
100180,CUST00703,2025-06-28,Apparel,5,1808.77,0.0,0.0,9043.85,9043.85,0,North,Online
100181,CUST00960,2025-07-07,Electronics,5,2453.88,0.0,0.0,12269.4,12269.4,0,North,Online
100182,CUST00489,2024-09-09,Apparel,2,1541.58,0.0,0.0,3083.16,3083.16,0,South,Retail Store
100183,CUST00274,2025-03-23,Apparel,3,4967.68,0.0,0.0,14903.04,14903.04,0,South,Retail Store
100184,CUST00670,2024-08-04,Beauty,1,3074.23,0.0,0.0,3074.23,3074.23,0,West,Online
100185,CUST00689,2025-02-11,Grocery,1,2131.74,0.0,0.0,2131.74,-2131.74,1,West,Online
100186,CUST00353,2024-06-03,Grocery,4,2387.47,0.1,954.99,9549.88,8594.89,0,North,Marketplace
100188,CUST01015,2025-02-24,Beauty,1,4278.98,0.25,1069.74,4278.98,3209.24,0,East,Online
100190,CUST00889,2024-09-22,Electronics,1,3707.98,0.05,185.4,3707.98,3522.58,0,South,Mobile App
100191,CUST00685,2024-03-11,Sports,4,374.85,0.0,0.0,1499.4,1499.4,0,East,Online
100192,CUST00398,2025-07-13,Apparel,3,1465.82,0.0,0.0,4397.46,4397.46,0,West,Retail Store
100193,CUST01162,2024-04-27,Sports,2,4220.48,0.0,0.0,8440.96,8440.96,0,East,Retail Store
100194,CUST01090,2024-07-05,Home & Kitchen,1,3362.58,0.0,0.0,3362.58,3362.58,0,South,Online
100195,CUST00569,2024-09-09,Sports,4,1168.35,0.0,0.0,4673.4,4673.4,0,South,Marketplace
100196,CUST00791,2025-08-22,Beauty,2,3736.85,0.1,747.37,7473.7,-6726.33,1,Central,Marketplace
100197,CUST00775,2025-07-30,Grocery,2,2862.86,0.0,0.0,5725.72,-5725.72,1,Central,Retail Store
100198,CUST01037,2024-02-25,Electronics,4,3839.46,0.0,0.0,15357.84,15357.84,0,North,Online
100199,CUST01084,2025-07-18,Beauty,5,1530.72,0.0,0.0,7653.6,7653.6,0,Central,Online
100200,CUST00644,2025-06-29,Beauty,4,3066.55,0.0,0.0,12266.2,12266.2,0,West,Mobile App
100201,CUST00409,2024-10-05,Sports,4,1478.39,0.05,295.68,5913.56,5617.88,0,West,Online
100202,CUST00126,2025-08-01,Sports,4,1755.22,0.0,0.0,7020.88,7020.88,0,North,Marketplace
100203,CUST01167,2024-11-04,Beauty,2,2988.16,0.0,0.0,5976.32,-5976.32,1,South,Online
100204,CUST00824,2024-09-05,Home & Kitchen,1,281.09,0.1,28.11,281.09,252.98,0,West,Online
100205,CUST00915,2025-06-20,Beauty,2,2845.49,0.0,0.0,5690.98,5690.98,0,East,Marketplace
100206,CUST00893,2024-11-08,Grocery,4,4567.36,0.0,0.0,18269.44,18269.44,0,West,Marketplace
100207,CUST00873,2024-10-22,Beauty,4,4668.3,0.0,0.0,18673.2,18673.2,0,North,Mobile App
100208,CUST01168,2024-10-04,Electronics,5,2571.94,0.15,1928.96,12859.7,-10930.74,1,East,Online
100209,CUST00480,2025-04-09,Beauty,1,1976.54,0.0,0.0,1976.54,1976.54,0,West,Online
100210,CUST00027,2024-11-03,Sports,3,0.0,0.25,0.0,0.0,0.0,0,Central,Retail Store
100211,CUST00927,2025-08-25,Sports,3,1110.6,0.0,0.0,3331.8,3331.8,0,East,Online
100212,CUST00749,2024-11-23,Home & Kitchen,3,734.12,0.15,330.35,2202.36,1872.01,0,North,Online
100213,CUST00689,2024-08-01,Grocery,2,2931.64,0.05,293.16,5863.28,5570.12,0,West,Online
100214,CUST01022,2025-08-29,Home & Kitchen,3,2589.56,0.25,1942.17,7768.68,5826.51,0,North,Marketplace
100215,CUST00975,2025-04-01,Sports,3,378.38,0.0,0.0,1135.14,1135.14,0,East,Online
100216,CUST00199,2025-02-03,Sports,1,815.98,0.0,0.0,815.98,815.98,0,North,Online
100217,CUST00161,2025-04-18,Grocery,4,1435.67,0.25,1435.67,5742.68,4307.01,0,Central,Mobile App
100218,CUST00220,2024-07-13,Home & Kitchen,4,1537.82,0.05,307.56,6151.28,5843.72,0,West,Retail Store
100219,CUST00027,2024-10-07,Beauty,3,2174.14,0.0,0.0,6522.42,6522.42,0,Central,Retail Store
100220,CUST00323,2024-10-12,Grocery,3,3378.72,0.0,0.0,10136.16,10136.16,0,North,Online
100221,CUST00645,2024-12-31,Electronics,5,534.65,0.0,0.0,2673.25,2673.25,0,West,Marketplace
100222,CUST00638,2025-03-25,Electronics,3,4651.89,0.15,2093.35,13955.67,11862.32,0,North,Online
100223,CUST00979,2025-05-13,Sports,1,4808.85,0.0,0.0,4808.85,4808.85,0,Central,Marketplace
100224,CUST00613,2024-08-12,Beauty,1,3309.46,0.0,0.0,3309.46,3309.46,0,North,Online
100225,CUST00468,2024-03-15,Electronics,1,3946.72,0.0,0.0,3946.72,3946.72,0,Central,Online
100226,CUST00790,2025-05-21,Electronics,1,3117.99,0.0,0.0,3117.99,3117.99,0,East,Online
100227,CUST00204,2025-05-04,Beauty,4,3650.48,0.0,0.0,14601.92,14601.92,0,North,Online
100228,CUST00897,2024-10-22,Apparel,1,4660.42,0.0,0.0,4660.42,4660.42,0,West,Retail Store
100229,CUST00528,2025-01-25,Grocery,2,1475.16,0.0,0.0,2950.32,2950.32,0,North,Marketplace
100230,CUST00521,2024-08-30,Electronics,1,996.71,0.0,0.0,996.71,-996.71,1,South,Online
100231,CUST00830,2024-10-29,Sports,1,2266.08,0.25,566.52,2266.08,1699.56,0,West,Online
100232,CUST00767,2024-08-05,Apparel,3,1445.66,0.25,1084.24,4336.98,3252.74,0,South,Online
100233,CUST00829,2025-02-15,Grocery,2,4163.79,0.0,0.0,8327.58,8327.58,0,North,Online
100234,CUST01188,2024-10-19,Apparel,2,4900.73,0.25,2450.36,9801.46,7351.1,0,East,Online
100235,CUST00072,2025-07-14,Home & Kitchen,4,2595.3,0.15,1557.18,10381.2,8824.02,0,South,Online
100236,CUST01071,2024-10-27,Sports,5,1042.41,0.0,0.0,5212.05,5212.05,0,South,Online
100237,CUST00927,2024-04-21,Electronics,4,2688.44,0.0,0.0,10753.76,10753.76,0,East,Online
100238,CUST00528,2025-02-22,Home & Kitchen,1,2784.55,0.0,0.0,2784.55,2784.55,0,North,Marketplace
100239,CUST00322,2025-07-29,Sports,4,4889.03,0.0,0.0,19556.12,19556.12,0,North,Retail Store
100240,CUST00790,2025-05-22,Sports,5,3934.92,0.0,0.0,19674.6,19674.6,0,East,Online
100241,CUST01188,2025-05-13,Electronics,2,2203.85,0.0,0.0,4407.7,4407.7,0,East,Online
100242,CUST00849,2024-11-30,Electronics,3,3153.58,0.05,473.04,9460.74,8987.7,0,West,Online
100243,CUST00657,2024-04-15,Beauty,5,3114.53,0.0,0.0,15572.65,15572.65,0,North,Online
100244,CUST00700,2025-04-07,Beauty,2,3310.04,0.1,662.01,6620.08,5958.07,0,West,Marketplace
100245,CUST01031,2024-12-26,Beauty,1,225.79,0.0,0.0,225.79,-225.79,1,North,Online
100246,CUST01200,2025-01-23,Apparel,3,1006.42,0.0,0.0,3019.26,3019.26,0,Central,Online
100247,CUST00245,2025-07-02,Sports,5,1709.04,0.4,3418.08,8545.2,5127.12,0,West,Online
100248,CUST00326,2024-07-02,Home & Kitchen,2,4413.0,0.0,0.0,8826.0,-8826.0,1,East,Online
100249,CUST01083,2025-01-11,Electronics,4,2107.62,0.15,1264.57,8430.48,7165.91,0,West,Online
100250,CUST01182,2025-08-31,Electronics,4,1787.11,0.05,357.42,7148.44,6791.02,0,South,Marketplace
100251,CUST00985,2024-06-13,Beauty,1,1075.49,0.05,53.77,1075.49,1021.72,0,Central,Marketplace
100252,CUST00909,2024-12-11,Apparel,2,3838.29,0.0,0.0,7676.58,7676.58,0,South,Marketplace
100253,CUST01136,2024-05-27,Grocery,3,2411.22,0.0,0.0,7233.66,7233.66,0,Central,Online
100254,CUST00578,2025-07-28,Home & Kitchen,3,4129.33,0.0,0.0,12387.99,12387.99,0,East,Marketplace
100256,CUST01127,2025-07-27,Grocery,2,1450.76,0.0,0.0,2901.52,2901.52,0,East,Online
100257,CUST00789,2024-08-16,Grocery,4,264.58,0.0,0.0,1058.32,1058.32,0,West,Online
100258,CUST00289,2024-02-28,Grocery,5,3569.28,0.05,892.32,17846.4,16954.08,0,West,Marketplace
100259,CUST01018,2024-11-13,Electronics,4,898.11,0.05,179.62,3592.44,3412.82,0,North,Retail Store
100260,CUST00237,2025-03-14,Home & Kitchen,5,3016.3,0.25,3770.38,15081.5,11311.12,0,West,Online
100261,CUST00149,2025-04-10,Home & Kitchen,2,2533.76,0.0,0.0,5067.52,-5067.52,1,West,Online
100262,CUST00640,2024-07-27,Beauty,3,3920.79,0.0,0.0,11762.37,11762.37,0,West,Marketplace
100263,CUST00372,2024-11-03,Home & Kitchen,4,4340.77,0.1,1736.31,17363.08,15626.77,0,Central,Retail Store
